Code,Code,county_and_state,county,state,Year,Labor Force,Employed,Unemployed,Unemployment_Rate_percent
34,11,"Cumberland County, NJ",Cumberland County,NJ,2015,"67,397","61,516","5,881",8.7
34,13,"Essex County, NJ",Essex County,NJ,2015,"371,971","346,576","25,395",6.8
34,15,"Gloucester County, NJ",Gloucester County,NJ,2015,"148,033","139,153","8,880",6
34,17,"Hudson County, NJ",Hudson County,NJ,2015,"359,246","340,154","19,092",5.3
34,19,"Hunterdon County, NJ",Hunterdon County,NJ,2015,"65,014","62,290","2,724",4.2
34,21,"Mercer County, NJ",Mercer County,NJ,2015,"197,692","187,968","9,724",4.9
34,23,"Middlesex County, NJ",Middlesex County,NJ,2015,"436,039","413,881","22,158",5.1
34,25,"Monmouth County, NJ",Monmouth County,NJ,2015,"326,471","309,787","16,684",5.1
34,27,"Morris County, NJ",Morris County,NJ,2015,"259,970","248,747","11,223",4.3
34,29,"Ocean County, NJ",Ocean County,NJ,2015,"265,617","249,404","16,213",6.1
34,31,"Passaic County, NJ",Passaic County,NJ,2015,"246,668","229,425","17,243",7
34,33,"Salem County, NJ",Salem County,NJ,2015,"30,799","28,563","2,236",7.3
34,35,"Somerset County, NJ",Somerset County,NJ,2015,"172,941","165,150","7,791",4.5
34,37,"Sussex County, NJ",Sussex County,NJ,2015,"76,021","71,927","4,094",5.4
34,39,"Union County, NJ",Union County,NJ,2015,"277,954","261,374","16,580",6
34,41,"Warren County, NJ",Warren County,NJ,2015,"56,694","53,695","2,999",5.3
35,1,"Bernalillo County, NM",Bernalillo County,NM,2015,"324,436","305,108","19,328",6
35,3,"Catron County, NM",Catron County,NM,2015,"1,200","1,099",101,8.4
35,5,"Chaves County, NM",Chaves County,NM,2015,"27,901","26,121","1,780",6.4
35,6,"Cibola County, NM",Cibola County,NM,2015,"9,334","8,578",756,8.1
35,7,"Colfax County, NM",Colfax County,NM,2015,"6,078","5,709",369,6.1
35,9,"Curry County, NM",Curry County,NM,2015,"22,043","20,954","1,089",4.9
35,11,"De Baca County, NM",De Baca County,NM,2015,856,812,44,5.1
35,13,"Dona Ana County, NM",Dona Ana County,NM,2015,"94,974","87,947","7,027",7.4
35,15,"Eddy County, NM",Eddy County,NM,2015,"30,009","28,513","1,496",5
35,17,"Grant County, NM",Grant County,NM,2015,"12,555","11,733",822,6.5
35,19,"Guadalupe County, NM",Guadalupe County,NM,2015,"1,645","1,527",118,7.2
35,21,"Harding County, NM",Harding County,NM,2015,288,263,25,8.7
35,23,"Hidalgo County, NM",Hidalgo County,NM,2015,"2,150","2,015",135,6.3
35,25,"Lea County, NM",Lea County,NM,2015,"30,113","28,224","1,889",6.3
35,27,"Lincoln County, NM",Lincoln County,NM,2015,"8,751","8,240",511,5.8
35,28,"Los Alamos County, NM",Los Alamos County,NM,2015,"8,558","8,208",350,4.1
35,29,"Luna County, NM",Luna County,NM,2015,"11,130","9,184","1,946",17.5
35,31,"McKinley County, NM",McKinley County,NM,2015,"24,475","22,055","2,420",9.9
35,33,"Mora County, NM",Mora County,NM,2015,"2,286","2,062",224,9.8
35,35,"Otero County, NM",Otero County,NM,2015,"25,168","23,594","1,574",6.3
35,37,"Quay County, NM",Quay County,NM,2015,"3,293","3,056",237,7.2
35,39,"Rio Arriba County, NM",Rio Arriba County,NM,2015,"16,709","15,354","1,355",8.1
35,41,"Roosevelt County, NM",Roosevelt County,NM,2015,"8,095","7,652",443,5.5
35,43,"Sandoval County, NM",Sandoval County,NM,2015,"62,492","58,296","4,196",6.7
35,45,"San Juan County, NM",San Juan County,NM,2015,"56,002","52,098","3,904",7
35,47,"San Miguel County, NM",San Miguel County,NM,2015,"11,166","10,299",867,7.8
35,49,"Santa Fe County, NM",Santa Fe County,NM,2015,"73,665","69,678","3,987",5.4
35,51,"Sierra County, NM",Sierra County,NM,2015,"4,058","3,685",373,9.2
35,53,"Socorro County, NM",Socorro County,NM,2015,"6,583","6,080",503,7.6
35,55,"Taos County, NM",Taos County,NM,2015,"15,020","13,628","1,392",9.3
35,57,"Torrance County, NM",Torrance County,NM,2015,"5,503","5,000",503,9.1
35,59,"Union County, NM",Union County,NM,2015,"1,905","1,821",84,4.4
35,61,"Valencia County, NM",Valencia County,NM,2015,"29,860","27,613","2,247",7.5
36,1,"Albany County, NY",Albany County,NY,2015,"158,197","151,269","6,928",4.4
36,3,"Allegany County, NY",Allegany County,NY,2015,"20,309","18,979","1,330",6.5
36,5,"Bronx County, NY",Bronx County,NY,2015,"602,931","556,946","45,985",7.6
36,7,"Broome County, NY",Broome County,NY,2015,"86,642","81,430","5,212",6
36,9,"Cattaraugus County, NY",Cattaraugus County,NY,2015,"35,157","32,929","2,228",6.3
36,11,"Cayuga County, NY",Cayuga County,NY,2015,"37,005","35,015","1,990",5.4
36,13,"Chautauqua County, NY",Chautauqua County,NY,2015,"57,502","54,012","3,490",6.1
36,15,"Chemung County, NY",Chemung County,NY,2015,"37,406","35,195","2,211",5.9
36,17,"Chenango County, NY",Chenango County,NY,2015,"23,047","21,780","1,267",5.5
36,19,"Clinton County, NY",Clinton County,NY,2015,"35,861","33,758","2,103",5.9
36,21,"Columbia County, NY",Columbia County,NY,2015,"31,352","30,094","1,258",4
36,23,"Cortland County, NY",Cortland County,NY,2015,"23,233","21,855","1,378",5.9
36,25,"Delaware County, NY",Delaware County,NY,2015,"19,467","18,290","1,177",6
36,27,"Dutchess County, NY",Dutchess County,NY,2015,"142,997","136,526","6,471",4.5
36,29,"Erie County, NY",Erie County,NY,2015,"447,913","423,855","24,058",5.4
36,31,"Essex County, NY",Essex County,NY,2015,"17,283","16,235","1,048",6.1
36,33,"Franklin County, NY",Franklin County,NY,2015,"19,940","18,632","1,308",6.6
36,35,"Fulton County, NY",Fulton County,NY,2015,"23,409","21,892","1,517",6.5
36,37,"Genesee County, NY",Genesee County,NY,2015,"30,049","28,549","1,500",5
36,39,"Greene County, NY",Greene County,NY,2015,"20,686","19,511","1,175",5.7
36,41,"Hamilton County, NY",Hamilton County,NY,2015,"2,430","2,265",165,6.8
36,43,"Herkimer County, NY",Herkimer County,NY,2015,"28,373","26,590","1,783",6.3
36,45,"Jefferson County, NY",Jefferson County,NY,2015,"46,451","43,366","3,085",6.6
36,47,"Kings County, NY",Kings County,NY,2015,"1,209,375","1,139,369","70,006",5.8
36,49,"Lewis County, NY",Lewis County,NY,2015,"11,749","10,930",819,7
36,51,"Livingston County, NY",Livingston County,NY,2015,"31,195","29,543","1,652",5.3
36,53,"Madison County, NY",Madison County,NY,2015,"32,835","30,957","1,878",5.7
36,55,"Monroe County, NY",Monroe County,NY,2015,"364,827","346,195","18,632",5.1
36,57,"Montgomery County, NY",Montgomery County,NY,2015,"22,235","20,765","1,470",6.6
36,59,"Nassau County, NY",Nassau County,NY,2015,"696,394","666,770","29,624",4.3
36,61,"New York County, NY",New York County,NY,2015,"906,077","862,865","43,212",4.8
36,63,"Niagara County, NY",Niagara County,NY,2015,"100,970","94,705","6,265",6.2
36,65,"Oneida County, NY",Oneida County,NY,2015,"101,948","96,471","5,477",5.4
36,67,"Onondaga County, NY",Onondaga County,NY,2015,"222,097","211,070","11,027",5
36,69,"Ontario County, NY",Ontario County,NY,2015,"54,971","52,355","2,616",4.8
36,71,"Orange County, NY",Orange County,NY,2015,"177,655","169,318","8,337",4.7
36,73,"Orleans County, NY",Orleans County,NY,2015,"17,846","16,702","1,144",6.4
36,75,"Oswego County, NY",Oswego County,NY,2015,"53,940","50,041","3,899",7.2
36,77,"Otsego County, NY",Otsego County,NY,2015,"28,657","27,100","1,557",5.4
36,79,"Putnam County, NY",Putnam County,NY,2015,"50,525","48,354","2,171",4.3
36,81,"Queens County, NY",Queens County,NY,2015,"1,152,142","1,095,485","56,657",4.9
36,83,"Rensselaer County, NY",Rensselaer County,NY,2015,"81,439","77,625","3,814",4.7
36,85,"Richmond County, NY",Richmond County,NY,2015,"218,528","206,018","12,510",5.7
36,87,"Rockland County, NY",Rockland County,NY,2015,"151,923","144,999","6,924",4.6
36,89,"St. Lawrence County, NY",St. Lawrence County,NY,2015,"43,825","40,602","3,223",7.4
36,91,"Saratoga County, NY",Saratoga County,NY,2015,"116,670","111,795","4,875",4.2
36,93,"Schenectady County, NY",Schenectady County,NY,2015,"75,620","72,028","3,592",4.8
36,95,"Schoharie County, NY",Schoharie County,NY,2015,"14,650","13,793",857,5.8
36,97,"Schuyler County, NY",Schuyler County,NY,2015,"8,339","7,784",555,6.7
36,99,"Seneca County, NY",Seneca County,NY,2015,"15,699","14,883",816,5.2
36,101,"Steuben County, NY",Steuben County,NY,2015,"43,642","40,872","2,770",6.3
36,103,"Suffolk County, NY",Suffolk County,NY,2015,"774,850","738,096","36,754",4.7
36,105,"Sullivan County, NY",Sullivan County,NY,2015,"33,658","31,826","1,832",5.4
36,107,"Tioga County, NY",Tioga County,NY,2015,"23,346","22,042","1,304",5.6
36,109,"Tompkins County, NY",Tompkins County,NY,2015,"50,336","48,107","2,229",4.4
36,111,"Ulster County, NY",Ulster County,NY,2015,"88,193","83,923","4,270",4.8
36,113,"Warren County, NY",Warren County,NY,2015,"32,202","30,407","1,795",5.6
36,115,"Washington County, NY",Washington County,NY,2015,"28,605","27,159","1,446",5.1
36,117,"Wayne County, NY",Wayne County,NY,2015,"44,217","41,844","2,373",5.4
36,119,"Westchester County, NY",Westchester County,NY,2015,"477,632","455,780","21,852",4.6
36,121,"Wyoming County, NY",Wyoming County,NY,2015,"18,350","17,307","1,043",5.7
36,123,"Yates County, NY",Yates County,NY,2015,"11,722","11,134",588,5
37,1,"Alamance County, NC",Alamance County,NC,2015,"77,206","73,126","4,080",5.3
37,3,"Alexander County, NC",Alexander County,NC,2015,"17,523","16,671",852,4.9
37,5,"Alleghany County, NC",Alleghany County,NC,2015,"4,462","4,191",271,6.1
37,7,"Anson County, NC",Anson County,NC,2015,"10,817","10,119",698,6.5
37,9,"Ashe County, NC",Ashe County,NC,2015,"12,297","11,566",731,5.9
37,11,"Avery County, NC",Avery County,NC,2015,"7,524","7,082",442,5.9
37,13,"Beaufort County, NC",Beaufort County,NC,2015,"20,094","18,786","1,308",6.5
37,15,"Bertie County, NC",Bertie County,NC,2015,"8,592","7,979",613,7.1
37,17,"Bladen County, NC",Bladen County,NC,2015,"14,721","13,563","1,158",7.9
37,19,"Brunswick County, NC",Brunswick County,NC,2015,"48,478","44,982","3,496",7.2
37,21,"Buncombe County, NC",Buncombe County,NC,2015,"130,295","124,676","5,619",4.3
37,23,"Burke County, NC",Burke County,NC,2015,"39,285","37,103","2,182",5.6
37,25,"Cabarrus County, NC",Cabarrus County,NC,2015,"97,511","92,526","4,985",5.1
37,27,"Caldwell County, NC",Caldwell County,NC,2015,"35,421","33,234","2,187",6.2
37,29,"Camden County, NC",Camden County,NC,2015,"4,608","4,347",261,5.7
37,31,"Carteret County, NC",Carteret County,NC,2015,"31,300","29,472","1,828",5.8
37,33,"Caswell County, NC",Caswell County,NC,2015,"9,613","9,014",599,6.2
37,35,"Catawba County, NC",Catawba County,NC,2015,"75,074","70,986","4,088",5.4
37,37,"Chatham County, NC",Chatham County,NC,2015,"33,354","31,789","1,565",4.7
37,39,"Cherokee County, NC",Cherokee County,NC,2015,"11,108","10,400",708,6.4
37,41,"Chowan County, NC",Chowan County,NC,2015,"5,634","5,236",398,7.1
37,43,"Clay County, NC",Clay County,NC,2015,"4,038","3,795",243,6
37,45,"Cleveland County, NC",Cleveland County,NC,2015,"46,037","43,129","2,908",6.3
37,47,"Columbus County, NC",Columbus County,NC,2015,"22,581","20,901","1,680",7.4
37,49,"Craven County, NC",Craven County,NC,2015,"41,295","38,826","2,469",6
37,51,"Cumberland County, NC",Cumberland County,NC,2015,"126,103","117,001","9,102",7.2
37,53,"Currituck County, NC",Currituck County,NC,2015,"12,833","12,099",734,5.7
37,55,"Dare County, NC",Dare County,NC,2015,"20,275","18,781","1,494",7.4
37,57,"Davidson County, NC",Davidson County,NC,2015,"78,652","74,333","4,319",5.5
37,59,"Davie County, NC",Davie County,NC,2015,"19,828","18,843",985,5
37,61,"Duplin County, NC",Duplin County,NC,2015,"26,459","24,962","1,497",5.7
37,63,"Durham County, NC",Durham County,NC,2015,"156,464","148,713","7,751",5
37,65,"Edgecombe County, NC",Edgecombe County,NC,2015,"22,786","20,629","2,157",9.5
37,67,"Forsyth County, NC",Forsyth County,NC,2015,"179,552","169,780","9,772",5.4
37,69,"Franklin County, NC",Franklin County,NC,2015,"28,684","27,006","1,678",5.8
37,71,"Gaston County, NC",Gaston County,NC,2015,"102,672","96,576","6,096",5.9
37,73,"Gates County, NC",Gates County,NC,2015,"5,139","4,860",279,5.4
37,75,"Graham County, NC",Graham County,NC,2015,"3,181","2,804",377,11.9
37,77,"Granville County, NC",Granville County,NC,2015,"28,505","27,113","1,392",4.9
37,79,"Greene County, NC",Greene County,NC,2015,"9,469","8,952",517,5.5
37,81,"Guilford County, NC",Guilford County,NC,2015,"256,007","241,158","14,849",5.8
37,83,"Halifax County, NC",Halifax County,NC,2015,"20,744","18,936","1,808",8.7
37,85,"Harnett County, NC",Harnett County,NC,2015,"50,188","46,864","3,324",6.6
37,87,"Haywood County, NC",Haywood County,NC,2015,"27,623","26,189","1,434",5.2
37,89,"Henderson County, NC",Henderson County,NC,2015,"50,614","48,238","2,376",4.7
37,91,"Hertford County, NC",Hertford County,NC,2015,"9,211","8,568",643,7
37,93,"Hoke County, NC",Hoke County,NC,2015,"19,803","18,251","1,552",7.8
37,95,"Hyde County, NC",Hyde County,NC,2015,"2,141","1,948",193,9
37,97,"Iredell County, NC",Iredell County,NC,2015,"82,099","77,644","4,455",5.4
37,99,"Jackson County, NC",Jackson County,NC,2015,"18,445","17,335","1,110",6
37,101,"Johnston County, NC",Johnston County,NC,2015,"88,074","83,524","4,550",5.2
37,103,"Jones County, NC",Jones County,NC,2015,"4,543","4,284",259,5.7
37,105,"Lee County, NC",Lee County,NC,2015,"26,059","24,201","1,858",7.1
37,107,"Lenoir County, NC",Lenoir County,NC,2015,"27,710","25,973","1,737",6.3
37,109,"Lincoln County, NC",Lincoln County,NC,2015,"40,572","38,396","2,176",5.4
37,111,"McDowell County, NC",McDowell County,NC,2015,"21,239","20,085","1,154",5.4
37,113,"Macon County, NC",Macon County,NC,2015,"15,104","14,183",921,6.1
37,115,"Madison County, NC",Madison County,NC,2015,"9,459","8,928",531,5.6
37,117,"Martin County, NC",Martin County,NC,2015,"9,705","8,968",737,7.6
37,119,"Mecklenburg County, NC",Mecklenburg County,NC,2015,"564,683","534,833","29,850",5.3
37,121,"Mitchell County, NC",Mitchell County,NC,2015,"6,303","5,877",426,6.8
37,123,"Montgomery County, NC",Montgomery County,NC,2015,"11,613","10,960",653,5.6
37,125,"Moore County, NC",Moore County,NC,2015,"38,251","36,059","2,192",5.7
37,127,"Nash County, NC",Nash County,NC,2015,"43,809","40,658","3,151",7.2
37,129,"New Hanover County, NC",New Hanover County,NC,2015,"113,266","107,283","5,983",5.3
37,131,"Northampton County, NC",Northampton County,NC,2015,"7,856","7,271",585,7.4
37,133,"Onslow County, NC",Onslow County,NC,2015,"63,680","59,974","3,706",5.8
37,135,"Orange County, NC",Orange County,NC,2015,"73,308","69,954","3,354",4.6
37,137,"Pamlico County, NC",Pamlico County,NC,2015,"5,330","5,016",314,5.9
37,139,"Pasquotank County, NC",Pasquotank County,NC,2015,"17,430","16,181","1,249",7.2
37,141,"Pender County, NC",Pender County,NC,2015,"25,989","24,423","1,566",6
37,143,"Perquimans County, NC",Perquimans County,NC,2015,"5,150","4,787",363,7
37,145,"Person County, NC",Person County,NC,2015,"17,864","16,665","1,199",6.7
37,147,"Pitt County, NC",Pitt County,NC,2015,"87,592","82,352","5,240",6
37,149,"Polk County, NC",Polk County,NC,2015,"8,653","8,217",436,5
37,151,"Randolph County, NC",Randolph County,NC,2015,"66,574","62,820","3,754",5.6
37,153,"Richmond County, NC",Richmond County,NC,2015,"16,905","15,582","1,323",7.8
37,155,"Robeson County, NC",Robeson County,NC,2015,"50,978","46,709","4,269",8.4
37,157,"Rockingham County, NC",Rockingham County,NC,2015,"41,074","38,388","2,686",6.5
37,159,"Rowan County, NC",Rowan County,NC,2015,"63,026","59,235","3,791",6
37,161,"Rutherford County, NC",Rutherford County,NC,2015,"25,016","23,097","1,919",7.7
37,163,"Sampson County, NC",Sampson County,NC,2015,"29,511","27,786","1,725",5.8
37,165,"Scotland County, NC",Scotland County,NC,2015,"11,841","10,600","1,241",10.5
37,167,"Stanly County, NC",Stanly County,NC,2015,"28,767","27,255","1,512",5.3
37,169,"Stokes County, NC",Stokes County,NC,2015,"21,782","20,614","1,168",5.4
37,171,"Surry County, NC",Surry County,NC,2015,"33,295","31,513","1,782",5.4
37,173,"Swain County, NC",Swain County,NC,2015,"6,767","6,254",513,7.6
37,175,"Transylvania County, NC",Transylvania County,NC,2015,"13,533","12,806",727,5.4
37,177,"Tyrrell County, NC",Tyrrell County,NC,2015,"1,545","1,400",145,9.4
37,179,"Union County, NC",Union County,NC,2015,"112,222","106,848","5,374",4.8
37,181,"Vance County, NC",Vance County,NC,2015,"18,022","16,496","1,526",8.5
37,183,"Wake County, NC",Wake County,NC,2015,"539,009","513,915","25,094",4.7
37,185,"Warren County, NC",Warren County,NC,2015,"7,202","6,612",590,8.2
37,187,"Washington County, NC",Washington County,NC,2015,"4,960","4,534",426,8.6
37,189,"Watauga County, NC",Watauga County,NC,2015,"27,365","26,056","1,309",4.8
37,191,"Wayne County, NC",Wayne County,NC,2015,"53,672","50,458","3,214",6
37,193,"Wilkes County, NC",Wilkes County,NC,2015,"29,597","27,937","1,660",5.6
37,195,"Wilson County, NC",Wilson County,NC,2015,"36,697","33,251","3,446",9.4
37,197,"Yadkin County, NC",Yadkin County,NC,2015,"17,471","16,608",863,4.9
37,199,"Yancey County, NC",Yancey County,NC,2015,"7,408","6,976",432,5.8
38,1,"Adams County, ND",Adams County,ND,2015,"1,100","1,068",32,2.9
38,3,"Barnes County, ND",Barnes County,ND,2015,"5,600","5,420",180,3.2
38,5,"Benson County, ND",Benson County,ND,2015,"2,460","2,347",113,4.6
38,7,"Billings County, ND",Billings County,ND,2015,464,450,14,3
38,9,"Bottineau County, ND",Bottineau County,ND,2015,"3,216","3,075",141,4.4
38,11,"Bowman County, ND",Bowman County,ND,2015,"1,847","1,813",34,1.8
38,13,"Burke County, ND",Burke County,ND,2015,"1,172","1,133",39,3.3
38,15,"Burleigh County, ND",Burleigh County,ND,2015,"48,573","47,414","1,159",2.4
38,17,"Cass County, ND",Cass County,ND,2015,"94,623","92,497","2,126",2.2
38,19,"Cavalier County, ND",Cavalier County,ND,2015,"2,045","1,988",57,2.8
38,21,"Dickey County, ND",Dickey County,ND,2015,"2,532","2,485",47,1.9
38,23,"Divide County, ND",Divide County,ND,2015,"1,801","1,768",33,1.8
38,25,"Dunn County, ND",Dunn County,ND,2015,"3,987","3,908",79,2
38,27,"Eddy County, ND",Eddy County,ND,2015,"1,260","1,200",60,4.8
38,29,"Emmons County, ND",Emmons County,ND,2015,"1,539","1,463",76,4.9
38,31,"Foster County, ND",Foster County,ND,2015,"1,617","1,570",47,2.9
38,33,"Golden Valley County, ND",Golden Valley County,ND,2015,970,948,22,2.3
38,35,"Grand Forks County, ND",Grand Forks County,ND,2015,"37,216","36,307",909,2.4
38,37,"Grant County, ND",Grant County,ND,2015,"1,309","1,268",41,3.1
38,39,"Griggs County, ND",Griggs County,ND,2015,"1,146","1,119",27,2.4
38,41,"Hettinger County, ND",Hettinger County,ND,2015,"1,543","1,504",39,2.5
38,43,"Kidder County, ND",Kidder County,ND,2015,"1,332","1,283",49,3.7
38,45,"LaMoure County, ND",LaMoure County,ND,2015,"2,253","2,197",56,2.5
38,47,"Logan County, ND",Logan County,ND,2015,941,914,27,2.9
38,49,"McHenry County, ND",McHenry County,ND,2015,"3,254","3,117",137,4.2
38,51,"McIntosh County, ND",McIntosh County,ND,2015,"1,234","1,195",39,3.2
38,53,"McKenzie County, ND",McKenzie County,ND,2015,"9,132","8,905",227,2.5
38,55,"McLean County, ND",McLean County,ND,2015,"4,884","4,701",183,3.7
38,57,"Mercer County, ND",Mercer County,ND,2015,"4,275","4,095",180,4.2
38,59,"Morton County, ND",Morton County,ND,2015,"16,137","15,639",498,3.1
38,61,"Mountrail County, ND",Mountrail County,ND,2015,"8,079","7,920",159,2
38,63,"Nelson County, ND",Nelson County,ND,2015,"1,505","1,449",56,3.7
38,65,"Oliver County, ND",Oliver County,ND,2015,876,824,52,5.9
38,67,"Pembina County, ND",Pembina County,ND,2015,"3,580","3,389",191,5.3
38,69,"Pierce County, ND",Pierce County,ND,2015,"1,824","1,747",77,4.2
38,71,"Ramsey County, ND",Ramsey County,ND,2015,"5,645","5,453",192,3.4
38,73,"Ransom County, ND",Ransom County,ND,2015,"2,754","2,686",68,2.5
38,75,"Renville County, ND",Renville County,ND,2015,"1,327","1,283",44,3.3
38,77,"Richland County, ND",Richland County,ND,2015,"8,531","8,298",233,2.7
38,79,"Rolette County, ND",Rolette County,ND,2015,"4,850","4,349",501,10.3
38,81,"Sargent County, ND",Sargent County,ND,2015,"2,238","2,197",41,1.8
38,83,"Sheridan County, ND",Sheridan County,ND,2015,720,684,36,5
38,85,"Sioux County, ND",Sioux County,ND,2015,"1,283","1,227",56,4.4
38,87,"Slope County, ND",Slope County,ND,2015,461,449,12,2.6
38,89,"Stark County, ND",Stark County,ND,2015,"20,128","19,583",545,2.7
38,91,"Steele County, ND",Steele County,ND,2015,"1,055","1,031",24,2.3
38,93,"Stutsman County, ND",Stutsman County,ND,2015,"10,624","10,350",274,2.6
38,95,"Towner County, ND",Towner County,ND,2015,"1,232","1,199",33,2.7
38,97,"Traill County, ND",Traill County,ND,2015,"4,415","4,290",125,2.8
38,99,"Walsh County, ND",Walsh County,ND,2015,"5,534","5,302",232,4.2
38,101,"Ward County, ND",Ward County,ND,2015,"34,012","32,926","1,086",3.2
38,103,"Wells County, ND",Wells County,ND,2015,"2,155","2,069",86,4
38,105,"Williams County, ND",Williams County,ND,2015,"28,478","27,801",677,2.4
39,1,"Adams County, OH",Adams County,OH,2015,"10,722","9,870",852,7.9
39,3,"Allen County, OH",Allen County,OH,2015,"47,999","45,647","2,352",4.9
39,5,"Ashland County, OH",Ashland County,OH,2015,"26,064","24,739","1,325",5.1
39,7,"Ashtabula County, OH",Ashtabula County,OH,2015,"44,504","41,816","2,688",6
39,9,"Athens County, OH",Athens County,OH,2015,"28,006","26,244","1,762",6.3
39,11,"Auglaize County, OH",Auglaize County,OH,2015,"24,530","23,619",911,3.7
39,13,"Belmont County, OH",Belmont County,OH,2015,"31,259","29,255","2,004",6.4
39,15,"Brown County, OH",Brown County,OH,2015,"19,554","18,323","1,231",6.3
39,17,"Butler County, OH",Butler County,OH,2015,"188,071","179,345","8,726",4.6
39,19,"Carroll County, OH",Carroll County,OH,2015,"13,394","12,587",807,6
39,21,"Champaign County, OH",Champaign County,OH,2015,"19,939","19,057",882,4.4
39,23,"Clark County, OH",Clark County,OH,2015,"64,293","61,045","3,248",5.1
39,25,"Clermont County, OH",Clermont County,OH,2015,"103,007","98,315","4,692",4.6
39,27,"Clinton County, OH",Clinton County,OH,2015,"16,744","15,693","1,051",6.3
39,29,"Columbiana County, OH",Columbiana County,OH,2015,"49,555","46,616","2,939",5.9
39,31,"Coshocton County, OH",Coshocton County,OH,2015,"15,907","14,883","1,024",6.4
39,33,"Crawford County, OH",Crawford County,OH,2015,"19,142","18,018","1,124",5.9
39,35,"Cuyahoga County, OH",Cuyahoga County,OH,2015,"609,062","577,370","31,692",5.2
39,37,"Darke County, OH",Darke County,OH,2015,"26,302","25,168","1,134",4.3
39,39,"Defiance County, OH",Defiance County,OH,2015,"18,736","17,806",930,5
39,41,"Delaware County, OH",Delaware County,OH,2015,"102,670","99,005","3,665",3.6
39,43,"Erie County, OH",Erie County,OH,2015,"37,487","35,388","2,099",5.6
39,45,"Fairfield County, OH",Fairfield County,OH,2015,"75,125","71,819","3,306",4.4
39,47,"Fayette County, OH",Fayette County,OH,2015,"14,069","13,367",702,5
39,49,"Franklin County, OH",Franklin County,OH,2015,"657,983","630,764","27,219",4.1
39,51,"Fulton County, OH",Fulton County,OH,2015,"22,512","21,402","1,110",4.9
39,53,"Gallia County, OH",Gallia County,OH,2015,"12,247","11,444",803,6.6
39,55,"Geauga County, OH",Geauga County,OH,2015,"48,701","46,652","2,049",4.2
39,57,"Greene County, OH",Greene County,OH,2015,"80,645","77,086","3,559",4.4
39,59,"Guernsey County, OH",Guernsey County,OH,2015,"19,270","18,061","1,209",6.3
